,so,pr,po,sn,eo,pn,en,sr,er
Microsoft,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Middle,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Middlesex,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Mike,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Military,0.0,3.0081547935525483,0.0,0.0,0.0,1.5040773967762742,0.0,0.0,0.0
Millennial,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Min,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ministy,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Minneapolis,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0
Minority,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Misinfo,0.0,0.0,0.0,1.5040773967762742,0.0,1.5040773967762742,0.0,0.0,0.0
Missouri,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Mitsotakis,0.0,1.5040773967762742,0.0,0.0,0.0,1.5040773967762742,0.0,0.0,0.0
Mix,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Mln,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
MoLeg,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Moderna,1.060047320907451,0.11778303565638346,0.5889151782819173,0.35334910696915034,0.4711321426255338,0.5889151782819173,0.35334910696915034,0.35334910696915034,0.0
Mohammed,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Moment,0.0,0.0,1.5040773967762742,0.0,0.0,1.5040773967762742,0.0,0.0,0.0
Monday,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
MoneyControl,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Months,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Montreal,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Morena,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Morgan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196
Moronic,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Mr,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Mu,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mur,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Murder,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyChart,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
N,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N.L.,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
NAB,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
NASDAQ,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
NATO,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBA,0.0,0.0,3.0081547935525483,0.0,0.0,3.0081547935525483,0.0,0.0,0.0
NBC,0.0,0.0,0.0,1.5040773967762742,0.0,1.5040773967762742,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0
NHS,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0,2.1972245773362196,0.0,0.0,0.0
NIGERIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
NPR,0.0,1.5040773967762742,0.0,0.0,0.0,0.0,0.0,1.5040773967762742,0.0
NY,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYC,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,2.1972245773362196,2.1972245773362196,0.0
NYT,0.0,0.0,0.0,1.5040773967762742,0.0,1.5040773967762742,0.0,0.0,0.0
NZ,0.0,3.0081547935525483,1.5040773967762742,0.0,0.0,0.0,0.0,0.0,0.0
Nancy,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
NancyPelosi,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nation,0.0,0.0,0.0,4.512232190328822,0.0,4.512232190328822,0.0,0.0,0.0
National,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,5.493061443340549,0.0,0.0
Nationwide,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Nazi,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nebraska,0.0,0.0,0.0,1.5040773967762742,0.0,1.5040773967762742,0.0,0.0,0.0
Neil,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Neonatal,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Netflix,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Network,0.0,0.0,0.0,0.0,0.0,10.986122886681098,0.0,0.0,0.0
New,0.0,1.6218604324326575,0.8109302162163288,2.4327906486489863,0.0,0.8109302162163288,0.0,0.0,0.0
Newman,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
News,0.0,1.7633599947063572,1.1755733298042381,2.3511466596084762,0.0,7.641226643727547,0.0,0.0,0.5877866649021191
NewsBreak,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Newsbusters,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Newsletter,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Newsom,0.0,1.5040773967762742,0.0,0.0,0.0,1.5040773967762742,0.0,0.0,0.0
Niggas,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No.10,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
NoForcedVax,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
NoVaccineMandate,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NoVaccinePassport,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noack,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Nolan,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Nomore,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Noorin,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
North,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Northern,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Nov,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0
Nov.,0.0,0.0,0.0,10.986122886681098,0.0,0.0,0.0,0.0,0.0
Nova,0.0,0.0,0.0,1.5040773967762742,0.0,1.5040773967762742,0.0,0.0,0.0
November,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0
Nowt,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Nuremberg,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NurembergCode,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OED,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
OH,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLIVERSON,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMG,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
OMICRON,1.6218604324326575,0.8109302162163288,0.0,0.8109302162163288,0.0,0.0,0.0,1.6218604324326575,0.0
OPEN,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
OPENYOUREYES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
OSHA,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Obama,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
October,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Officer&Senior,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Ohio,0.0,0.0,0.0,0.0,0.0,6.591673732008658,0.0,0.0,0.0
Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
Olaf,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Olympics,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Omaha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
Omg,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
OmiScare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
Omicrom,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omicron,0.9422642852510676,0.7066982139383007,1.1778303565638346,5.182453568880872,0.11778303565638346,2.4734437487840526,0.2355660713127669,2.9445758914095865,0.0
OmicronVariant,0.0,4.512232190328822,0.0,6.016309587105097,0.0,0.0,0.0,0.0,0.0
OmicronVarient,0.0,0.0,0.0,1.5040773967762742,0.0,0.0,0.0,4.512232190328822,0.0
Omnicrom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
Omnicron,0.8109302162163288,0.0,1.6218604324326575,0.8109302162163288,0.0,0.0,0.0,0.8109302162163288,0.0
Omricon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
Online,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Ontario,0.0,0.0,0.0,1.5040773967762742,0.0,0.0,0.0,1.5040773967762742,0.0
Onyx,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Open,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Opera,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Order,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orders,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0
Organization,0.0,0.0,1.5040773967762742,0.0,0.0,0.0,0.0,1.5040773967762742,0.0
Oxford,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
OxyContin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
PAXLOVID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
PCR,0.0,0.0,1.5040773967762742,0.0,0.0,0.0,0.0,3.0081547935525483,0.0
PEOPLE,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PF-07321332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
PFEColleague,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
POLITICO,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POS,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
POSITIVE,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
PPC,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
PPP,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROGRESSIVE,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
PROTECTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
PS,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pain,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Pair,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Pandemic,0.0,0.0,0.0,1.0986122886681098,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0
Parents,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Park,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Parliament,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paski,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passport,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Patients,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
Paul,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Paxlovid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
Pay,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
Paychecks,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
Pediatric,0.0,0.0,0.0,0.0,0.0,3.0081547935525483,0.0,1.5040773967762742,0.0
Penalties,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Pentagon,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
People,0.8109302162163288,0.8109302162163288,1.6218604324326575,0.4054651081081644,0.0,0.8109302162163288,0.0,0.4054651081081644,0.0
Period,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Person,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Perspective,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Peter,0.0,4.512232190328822,0.0,0.0,0.0,0.0,0.0,1.5040773967762742,0.0
Pfizer,2.0105154262472493,1.507886569685437,0.7539432848427186,1.2565721414045308,0.7539432848427186,2.2618298545281554,0.0,2.0105154262472493,0.0
Pharma,1.5040773967762742,1.5040773967762742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pharmasave,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Phnominia,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Place,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Planet,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Playbook,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pleasantly,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Plot,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Polio,0.0,1.5040773967762742,0.0,0.0,0.0,1.5040773967762742,0.0,0.0,0.0
Politico,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Positive,0.0,0.0,0.0,0.0,0.0,1.5040773967762742,0.0,1.5040773967762742,0.0
Post,0.0,1.6218604324326575,0.8109302162163288,0.8109302162163288,0.0,2.4327906486489863,0.0,0.0,0.0
Potential,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Pregnant,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Premier,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Presents,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
President,0.0,3.295836866004329,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,0.0,0.0
Presley,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Press,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Presser,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Preview,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Prince,0.0,0.0,0.0,0.0,0.0,1.5040773967762742,0.0,1.5040773967762742,0.0
PrinceHarry,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prisma,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Private,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Professor,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0
Project,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Protecting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
Protects,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Psaki,1.5040773967762742,10.528541777433919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudonymously,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Public,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
PublicTransport,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
Pun,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjab,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Purdue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
Pure,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Q,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Quarantine,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Quarantines,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Queen,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Queensland,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
Question,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
RA,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
REPORT,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
ROFLMAO,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT,0.0,0.0,0.0,6.016309587105097,0.0,1.5040773967762742,0.0,0.0,0.0
Rabbit,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ralphs,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Rates,1.5040773967762742,0.0,0.0,1.5040773967762742,0.0,0.0,0.0,0.0,0.0
Ravens,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
RealEstate,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
Reason,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Receive,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Recipe,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Record,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Regional,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Reinvent,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Release,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Relentless,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Republic,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Republican,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0
Republicans,0.0,3.295836866004329,2.1972245773362196,0.0,0.0,19.775021196025975,0.0,0.0,0.0
Requirement,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Requirements,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Research,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Resistance,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Resolution,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Revaccination,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Ricketts,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0
Rights,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Roach,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Robert,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Robot,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodgers,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0
Roe,0.0,6.016309587105097,3.0081547935525483,0.0,0.0,0.0,0.0,0.0,0.0
Romania,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Rona,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Ronnie,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0
Rope,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Rounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
Rulings,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Run,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Russia,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russian,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S.A.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0
SAGE,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
SARS,1.5040773967762742,0.0,0.0,0.0,0.0,0.0,0.0,1.5040773967762742,0.0
SARSCoV2,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
SCOTUS,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
SECDEF,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
SERVICE,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
SHUT,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
SJ,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
SP,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0
STICK,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
STOPTHEFEAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
STUPID,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
SWITZERLAND,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
SYMPTOMS,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Sacramento,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Said,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0
Sajid,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Samantha,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
San,0.0,0.0,1.5040773967762742,3.0081547935525483,0.0,0.0,0.0,0.0,0.0
Santa,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Sat,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Savannahians,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Saving,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
SayHisName,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scenario,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Schedule,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Scheduling,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Schlep,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Scholz,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
School,0.0,0.0,1.5040773967762742,0.0,0.0,3.0081547935525483,0.0,0.0,0.0
Science,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Scientific,0.0,0.0,0.0,1.5040773967762742,0.0,3.0081547935525483,0.0,0.0,0.0
Scioto,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0
Scotia,0.0,0.0,0.0,1.5040773967762742,0.0,1.5040773967762742,0.0,0.0,0.0
Scott,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scotus,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Screw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
Seaside,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Seattle,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Sec,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
Secretary,0.0,2.1972245773362196,0.0,0.0,0.0,1.0986122886681098,3.295836866004329,0.0,0.0
Secures,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Senate,0.0,0.0,3.0081547935525483,0.0,0.0,9.024464380657644,0.0,0.0,0.0
September,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serum,1.5040773967762742,0.0,0.0,1.5040773967762742,0.0,0.0,0.0,0.0,0.0
Servants,0.0,1.5040773967762742,1.5040773967762742,0.0,0.0,0.0,0.0,0.0,0.0
Settlement,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Severe,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Shakes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
Shannon,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Shaquanna,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Sheriff,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
