,so,pr,po,sn,eo,pn,en,sr,er
"""an",0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#DAYSTAR,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
#california,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
#covid19,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
+,0.0,1.0986122886681098,0.0,0.0,0.0,1.0986122886681098,0.0,2.1972245773362196,0.0
-Buy,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
-Get,0.0,0.0,6.591673732008658,0.0,0.0,0.0,0.0,0.0,0.0
-Go,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
-accorde,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
-add,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
-ve,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
.@FoxNews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
.@POTUS,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
.@PressSec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
.@abc7newsbayarea,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
.@pdoocy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
.@seanhannity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
.I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
/comment,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
/r,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
01:00am,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
1.wash,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
1/,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,1.0986122886681098,0.0,0.0,0.0
10am-4pm,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
11:00am,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11:45,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
12/01/2021,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
12:34:35,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
16-,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
19a-131e,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1:00,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
1:37,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
1b,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1pm-5:30pm,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
2.wear,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
200y,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
24x7,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
25/11/2021,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2:30,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
2:30pm,0.0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0
2find,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2sell,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.get,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
3mob,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0
3mobhealth,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
4.cover,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
40k,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4vaccine,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.maintain,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
5:30,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
5a,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5yo,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.stay,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
60year,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6mths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
7:30pm,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
88%+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
99%+,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
=,1.7633599947063572,1.1755733298042381,1.7633599947063572,0.5877866649021191,0.0,0.0,0.0,1.1755733298042381,0.0
>,0.0,0.0,1.0986122886681098,0.0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0
@24liveblog,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@@trumptrain_news,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@ABCaustralia,0.0,0.0,0.0,1.5040773967762742,0.0,0.0,1.5040773967762742,0.0,0.0
@AaronSiriSG,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@AlbertBourla,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@AmericanR_HHG,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@AnitaStaver,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@BILD,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@BalladHealth,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@BitChute,0.0,0.0,1.5040773967762742,0.0,0.0,1.5040773967762742,0.0,0.0,0.0
@BorisJohnson,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@BusinessLiveSA,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@CAgovernor,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@CDCgov,0.0,0.0,0.0,3.0081547935525483,0.0,1.5040773967762742,0.0,0.0,0.0
@CNN,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0
@CSPAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
@ChadBown,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@Change,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@ChristinaPushaw,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@DOJgov,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@DailyCaller,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@DrJinRussell,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@DrSujanaENT,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@EUparliament,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@EmmanuelMacron,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@FoxNews,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@GOP,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@GovBillLee,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@GovLarryHogan,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@GovRonDeSantis,0.0,1.5040773967762742,0.0,0.0,0.0,0.0,0.0,0.0,1.5040773967762742
@GovernorGordon,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@Gradysgrandson,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@GregAbbott_TX,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@GregHuntMP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
@HawleysJadefav,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@JPN_PMO,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@JaneRuth_Aceng,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@JoeTalkShow,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
@JohnCornyn,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@JustinTrudeau,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@KTAR923,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@LinkedIn,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@LumenTechCo,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0
@MarchForTruth30,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@MargaretSiegien,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@Murphs51,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@NZStuff,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@Newsmax,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@Not_the_Bee,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@OdyseeTeam,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@OlafScholz,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@POTUS,0.0,1.5040773967762742,1.5040773967762742,0.0,0.0,0.0,0.0,0.0,0.0
@PeteMundo,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@PeterAlexander,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@PressSec,0.0,1.5040773967762742,0.0,0.0,0.0,1.5040773967762742,0.0,0.0,0.0
@SZ,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@TheDemocrats,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@Vastuullisuus,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@VermontAHS,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@WHO,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@WJHL11,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@WSAV,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@WSJ,0.0,0.0,1.5040773967762742,0.0,0.0,1.5040773967762742,0.0,0.0,0.0
@Wingcopter,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@WolframResearch,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0
@Yahoo,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,3.295836866004329,0.0,0.0,0.0
@YouTube,0.0,1.5040773967762742,0.0,0.0,0.0,0.0,0.0,1.5040773967762742,0.0
@alliereed,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@astrazeneca,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@biontech_group,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@bmhcaucus,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@breitbartnews,0.0,1.5040773967762742,0.0,0.0,0.0,1.5040773967762742,0.0,0.0,0.0
@broomheadktar,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@businesstechSA,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@caitlinzemma,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@catherinemarfin,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@catturd2,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@cbsmoneywatch,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@chawawazmom,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@claregwilliam,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@coe,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@coinoregonizer,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@constangylaw,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@ctvbeauchemin,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@ctvnationalnews,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@daktari1,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0
@dispatchalert,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@donnellystephen,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@doug_gile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
@dowdedward,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@edsource,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@en_germany,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@eric_schmitt,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@forbe,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@forbes,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@gatewaypundit,0.0,1.0986122886681098,0.0,3.295836866004329,0.0,3.295836866004329,0.0,0.0,0.0
@gavinnewsom,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@gbnews,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@getongab,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0
@googlenews,0.0,1.0986122886681098,2.1972245773362196,0.0,0.0,3.295836866004329,0.0,0.0,0.0
@gop,0.0,0.0,1.5040773967762742,0.0,0.0,1.5040773967762742,0.0,0.0,0.0
@gopleader,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@governorlittle,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@huffpostpol,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@iGNORANTCHiMP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
@immigrationca,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@iromg,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@jacksonlewispc,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@jensspahn,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@jeroenbartelse,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@jimcramer,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@joebiden,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@jrpsaki,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@juliahb1,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@julialweeks,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@kingjame,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@kpwashington,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@littler,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@ly61357484,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@lyndied1,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@marinakurian,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@marysmilkbar,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@medical_xpress,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@minofhealthug,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@moderna_tx,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@mohpegypt,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@montanastate,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@myconstitution,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@nbcchicago,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@nbcnews,0.0,0.0,1.5040773967762742,0.0,0.0,1.5040773967762742,0.0,0.0,0.0
@nbsaphiermd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
@news24,0.0,7.520386983881371,3.0081547935525483,0.0,0.0,0.0,0.0,0.0,0.0
@ng_time,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@olafscholz,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@omsmaroc,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@palazzo_chigi,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@patrickmascart,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@patriot_state,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@pawlowskimario,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@pbsnewshour,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@pfizer,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0
@politico,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@presssec,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0
@queenmumqueenD,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@queensuDOM,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@regsprecher,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@rn,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@royalcaribbean,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@rwang0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@sajidjavid,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@samueljlovett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
@sarahnferris,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@scienceuoa,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@skepticaliddoc,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@smithamundsen,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@spotify,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@statnews,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,1.0986122886681098,0.0
@thecoastguy,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@thevaccine,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@truth_thunder,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@tvkev,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@usps,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0
@virusesimmunity,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
@wcchen,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
@whitedaisylove2,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@yahoo,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
@youtube,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A&T,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
AB22iXqhY8,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
ABC,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
ABUS,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0
ADA,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
ADE,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
AIDS,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,0.0,0.4054651081081644,0.0
AMC,0.0,0.0,1.5040773967762742,0.0,0.0,1.5040773967762742,0.0,0.0,0.0
AMREF,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
ANTIVAX,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
AP,0.0,0.0,1.5040773967762742,3.0081547935525483,0.0,0.0,0.0,0.0,0.0
ASS,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
ASSHOLES,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Aaron,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,0.0
Aboriginal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
Access,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Act,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Activist,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Activity,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
Adams,0.0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0
Adhanom,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Admin,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Administration,1.5040773967762742,0.0,3.0081547935525483,0.0,0.0,0.0,0.0,0.0,0.0
Adminstration,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,0.5877866649021191,0.0,9.404586638433905,1.1755733298042381,3.5267199894127144,0.0,2.9389333245105953,0.0
African,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africans,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Aged,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Agreement,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Alan,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0
Albert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
Alberta,0.0,1.5040773967762742,0.0,0.0,0.0,1.5040773967762742,0.0,0.0,0.0
Alston,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
America,0.0,3.295836866004329,2.1972245773362196,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Americans,0.0,3.243720864865315,4.865581297297973,0.0,0.0,0.8109302162163288,0.0,0.8109302162163288,0.0
AmericasLawyer,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Amphi,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Amplifying,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
And.@POTUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
Angel,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angeles,0.0,0.0,1.5040773967762742,0.0,0.0,1.5040773967762742,0.0,0.0,0.0
Announcement,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Annual,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Anthony,0.0,1.5040773967762742,0.0,4.512232190328822,0.0,0.0,0.0,0.0,0.0
AnthonyFauci,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,8.788898309344878,0.0,0.0,0.0
Antibodies,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Apple,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0
Approval,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
Arbutus,0.0,0.0,1.0986122886681098,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0
Area,0.0,0.0,0.0,0.0,0.0,1.5040773967762742,0.0,1.5040773967762742,0.0
Armed,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
Article,0.0,0.0,0.0,0.0,0.0,1.5040773967762742,0.0,0.0,1.5040773967762742
Asthma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0
Astra,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AtGrandmasHouse,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Athletes,0.0,0.0,0.0,1.5040773967762742,0.0,0.0,0.0,1.5040773967762742,0.0
Atlas,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Attack,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0
